"card_codename","update_date","text_ruling","question","answer","nsg_rules_team_verified"
"formicary","2018-08-01","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
Can the Corp rez and move more than one Formicary per run?","Yes. Although forcing the Runner into a Formicary negates the trigger for any additional Formicaries, the next thing the Runner does after passing the first Formicary is approach the server a second time. At that point the Corp could use a second Formicary, and even a third afterward in similar fashion.

How does Formicary interact with [Mti Mwekundu](/en/card/21114)?","False"
"fractal_threat_matrix","2017-10-17","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
If the Runner encounters a [Troll](/en/card/06108) protecting a server with Fractal Threat Matrix, do they trash the top 2 cards of their stack?","If Troll's ""when encountered"" ability ends the run, then the Runner will not have reached step 3.1 of the run and thus will not have had the chance to break any subroutines. If Troll does not end the run, the Runner is considered to have broken all 0 subroutines on Troll, thus triggering Fractal Threat Matrix.

The Runner encounters an [Ashigaru](/en/card/06064) protecting HQ, and the Corp has [Panic Button](/en/card/04072) and Fractal Threat Matrix installed. Each time the Runner breaks all the remaining subroutines on Ashigaru, the Corp uses Panic Button to add another subroutine to Ashigaru. Does Fractal Threat Matrix trigger each tim eht Runner breaks the added subroutines?","False"
"frantic_coding","2017-04-14","","####UFAQ [Michael Boggs]
If the Runner uses [Paige Piper](/en/card/08002) to find and trash the other copies of the card installed by Frantic Coding, are the rest of the cards looked at still trashed?","No. Paige Piper interrupts the resolution of Frantic Coding, and as a search effect it shuffles the stack. After this, the cards that were looked at can no longer be confirmed and referenced, so the rest of Frantic Coding’s ability fails to resolve.","False"
"freedom_khumalo_crypto_anarchist","2018-05-07","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 23](http://ancur.wikia.com/wiki/Whispers_in_Nalubaale_UFAQ) [Michael Boggs]
Can Freedom Khumalo trash accessed agendas?","No. Agendas do not have rez or play costs.

If the Runner wishes to trash a card with a rez or play cost of 0 with Freedom Khumalo, can they still do so if they have no virus counters or no installed cards at all?","False"
"freedom_through_equality","2017-05-02","","####UFAQ [Damon Stone]
Is ""Freedom Through Equality"" trashed while in the score area if another current is played or an agenda is scored?","No. ""Freedom Through Equality"" is added to the Runner's score area as a blank agenda worth 1 agenda point. Additionally, agendas in the Runner's score area are not active.","False"
"friends_in_high_places","2017-04-12","","####UFAQ [Damon Stone]
How does ""After you resolve this operation, end your action phase."" on terminal operations like Friends in High Places work?","Immediately after the operation resolves and is trashed from playing it, ""after you resolve this operation"" triggers meet their trigger condition. Ending the action phase then advances the game to the discard phase. This skips the paid ability window that would normally follow the end of an action, ceases the resolution of any other pending abilities or effects, and invalidates any conditional abilities. If the operation was played as part of a card ability, any remaining effects from that card ability immediately stop resolving as well.

If the Corp plays Friends in High Places as the first operation for [Subcontract](/en/card/10113), what happens?","False"
"fully_operational","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
If the Corp has one remote server with ice protecting it and a card installed in it, how many times does the ability resolve?","Twice. The ability resolves once, then it is repeated for the one matching remote server.

How many times does NASX trigger while resolving Fully Operational?","False"
"fumiko_yamamori","2017-04-14","","####UFAQ [Michael Boggs]
If the Runner loses the psi game from [Caprice Nisei](/en/card/04114) while Fumiko Yamamori is rezzed, does the Runner take meat damage before or after the run ends?","After. The run ending is a constant effect from the result of the secretly spent credits being revealed, so it must be immediately resolved before any abilities triggered from the secretly spent credits being revealed.","False"
"funhouse","2021-10-11","","Can the Runner stop [Funhouse](/en/card/30054) from ending the run by choosing to take the tag and then preventing it?","No. The “unless” in [Funhouse](/en/card/30054)’s ability indicates a nested cost. If the Runner does not take a tag, the cost is not paid and [Funhouse](/en/card/30054) will end the run.","True"
"funhouse","2021-10-11","","What happens if the Runner has a mandatory ability that would prevent the tag from [Funhouse](/en/card/30054), such as the ability on [Jesminder Sareen: Girl Behind the Curtain](/en/card/10006)?","Players cannot attempt to pay a cost that would be prevented. If *Jesminder*’s ability is applicable, the Runner must choose to end the run.","True"
"funhouse","2022-04-24","","If the Runner plays [Inside Job](https://netrunnerdb.com/en/card/31018) and bypasses [Funhouse](https://netrunnerdb.com/en/card/30054) or [Tollbooth](https://netrunnerdb.com/en/card/31066), do the non-subroutine abilities on those cards resolve?","No. An ability that meets its trigger condition due to an encounter beginning can only resolve if the encounter is still taking place. [Inside Job](https://netrunnerdb.com/en/card/31018)’s bypass ability meets its trigger condition at the same time as [Funhouse](https://netrunnerdb.com/en/card/30054) or [Tollbooth](https://netrunnerdb.com/en/card/31066)’s ability, and as it’s the Runner’s turn, they will resolve the ability they control first. Bypassing a piece of ice immediately ends the encounter, stopping the Corp from resolving their ability before they can tag the Runner or charge a toll.","True"
"gachapon","2020-03-20","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
Are cards set aside with Gachapon still on top of the stack? What happens if another effect moves or shuffles cards within the stack while Gachapon is resolving?","Cards that are set aside are in their own zone and are no longer in their previous location. See the notes on the set-aside zone, above. Other effects that manipulate the stack cannot affect the cards from Gachapon while they are set aside.

How do set-aside cards interact with Paige Piper?","False"
"gagarin_deep_space_expanding_the_horizon","2017-04-09","The Runner can decline to pay the 1<span class=""icon icon-credit""></span> to access a card. [Official FAQ]","","","False"
"gamenet_where_dreams_are_real","2022-10-22","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
Can an ability meet GameNET's trigger condition if it tries to make the Runner spend or lose credits, but the Runner doesn't have any credits to spend or lose?","No. The Runner must actually lose or spend at least 1<span class=""icon icon-credit""></span> for the Corp to be able to trigger GameNET. For simplicity, we'll assume the Runner is able to spend at least 1<span class=""icon icon-credit""></span> for the rest of these GameNET questions.

Does the ""pay credits"" option on abilities like one of Fairchild 1.0's subroutines meet GameNET's trigger condition?","False"
"ganked","2020-04-15","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
If the Corp uses Ganked! to make the Runner to encounter a piece of ice, does the Runner's position move back to that ice?","No. The Runner is still accessing cards while they are being forced to encounter the ice. However, they are no longer accessing Ganked! itself, because Ganked! is trashed as part of resolving its ability. When the forced encounter ends, resolving Ganked!'s ability is complete, and the game proceeds with the remaining accesses from the set of cards being accessed.

What happens if an ""end the run"" effect resolves during an encounter created by Ganked!?","False"
"ganked","2021-10-11","","If [Karunā](30047)’s first subroutine resolves while the Runner is already breaching the attacked server (perhaps because of [Ganked!](26119)), can the Runner still jack out? Does that stop them from accessing any more cards?","Yes and yes. Nothing stops the Runner from jacking out at unusual times if given the opportunity by a card ability. Jacking out ends the run, which ends any breach in progress as well.","False"
