"codename","en_title","cn_title","stripped_title","en_text","cn_text","stripped_text","advancement_requirement","agenda_points","attribution","base_link","type_codename","subtype_codenames","cost","deck_limit","designed_by","faction_codename","influence_cost","influence_limit","is_unique","memory_cost","minimum_deck_size","pronouns","pronunciation_approx","pronunciation_ipa","side_codename","strength","trash_cost"
"chekist_scion","Chekist Scion","契卡子弟","Chekist Scion","You can advance this asset.
When the Runner accesses this asset while it is installed, give them 1 tag plus 1 tag for each hosted advancement counter.","你可以推进本资产。
当潜袭者读取已安装的本资产时，给予其1枚锁定标记，并且每有1枚所附载的推进指示物，锁定标记数量增加1枚。","You can advance this asset. When the Runner accesses this asset while it is installed, give them 1 tag plus 1 tag for each hosted advancement counter.","","","","","asset","[""ambush""]","0","3","null_signal_games","nbn","2","","False","","","","","","corp","","0"
"chetana","Chetana","思","Chetana","[subroutine] Each player gains 2[credit].
[subroutine] You and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits, do 1 net damage for each card in the Runner's grip.","[subroutine] 每位玩家获得2[credit]。
[subroutine] 你和潜袭者秘密花费0[credit]，1[credit]或2[credit]。展示所花费的信用点。如果你和潜袭者花费了不同数量的信用点，潜袭者的操控器中每有一张卡牌，造成1点网域伤害。","Subroutine Each player gains 2 credits. Subroutine You and the Runner secretly spend 0 credits, 1 credit, or 2 credits. Reveal spent credits. If you and the Runner spent a different number of credits, do 1 net damage for each card in the Runner's grip.","","","","","ice","[""sentry"", ""ap"", ""psi""]","4","3","fantasy_flight_games","jinteki","2","","False","","","","","","corp","3",""
"chief_slee","Chief Slee","斯丽队长","Chief Slee","Whenever an encounter with a piece of ice ends, place 1 power counter on Chief Slee for each unbroken subroutine on the encountered piece of ice.
[click], <strong>5 hosted power counters</strong>: Do 5 meat damage.","每当一层防火墙遭遇结束时，被遭遇的防火墙上每有一个未破解的子进程，放置1枚能量指示物到斯丽队长上。
[click], <strong>5枚所附载的能量指示物</strong>: 造成5点肢体伤害。","Whenever an encounter with a piece of ice ends, place 1 power counter on Chief Slee for each unbroken subroutine on the encountered piece of ice. click, 5 hosted power counters: Do 5 meat damage.","","","","","asset","[""character""]","2","3","fantasy_flight_games","weyland_consortium","3","","True","","","","","","corp","","3"
"chilo_city_grid","ChiLo City Grid","芝路易斯城际网阵","ChiLo City Grid","Whenever there is a successful trace during a run on this server, give the Runner 1 tag.
Limit 1 <strong>region</strong> per server.","每当在对本服务器的潜袭中有一次成功的追踪时，给予潜袭者1枚锁定标记。
每台服务器限制1个<strong>区域</strong>。","Whenever there is a successful trace during a run on this server, give the Runner 1 tag. Limit 1 region per server.","","","","","upgrade","[""region""]","3","3","fantasy_flight_games","nbn","2","","False","","","","","","corp","","6"
"chimera","Chimera","奇美拉","Chimera","When you rez Chimera, choose <strong>sentry</strong>, <strong>code gate</strong>, or <strong>barrier</strong>. Chimera gains that subtype until derezzed.
When a turn ends, derez Chimera.
[subroutine] End the run.","当你激活奇美拉时，选择<strong>警报</strong>，<strong>门禁</strong>或<strong>屏障</strong>。奇美拉获得该子类型直到被关闭。
当一个回合结束时，关闭奇美拉。
[subroutine] 终止本次潜袭。","When you rez Chimera, choose sentry, code gate, or barrier. Chimera gains that subtype until derezzed. When a turn ends, derez Chimera. Subroutine End the run.","","","","","ice","[""mythic""]","2","3","fantasy_flight_games","neutral_corp","0","","False","","","","","","corp","0",""
"chisel","Chisel","凿子","Chisel","Install only on a piece of ice.
Host ice gets −1 strength for each hosted virus counter.
Whenever you encounter host ice, if its strength is 0 or less, trash it. Otherwise, place 1 virus counter on this program.","仅能安装在一层防火墙上。
本程序上每有1枚病毒指示物，被附载的防火墙的强度-1。
每当你遭遇被附载的防火墙时，如果其强度等于或小于0，销毁之。否则，放置1枚病毒指示物到本程序上。","Install only on a piece of ice. Host ice gets -1 strength for each hosted virus counter. Whenever you encounter host ice, if its strength is 0 or less, trash it. Otherwise, place 1 virus counter on this program.","","","","","program","[""virus"", ""trojan""]","2","3","null_signal_games","anarch","4","","False","1","","","","","runner","",""
"chiyashi","Chiyashi","阿依努寨","Chiyashi","Whenever the Runner breaks a subroutine on Chiyashi while there is an <strong>AI</strong> installed, trash the top 2 cards of the Runner's stack.
[subroutine] Do 2 net damage.
[subroutine] Do 2 net damage.
[subroutine] End the run.","每当潜袭者破解阿依努寨上的一个子进程时，如果有一个已安装的<strong>智能模块</strong>，销毁潜袭者存储栈顶端的两张卡牌。
[subroutine] 造成2点网域伤害。
[subroutine] 造成2点网域伤害。
[subroutine] 终止本次潜袭。","Whenever the Runner breaks a subroutine on Chiyashi while there is an AI installed, trash the top 2 cards of the Runner's stack. Subroutine Do 2 net damage. Subroutine Do 2 net damage. Subroutine End the run.","","","","","ice","[""barrier"", ""ap""]","12","3","fantasy_flight_games","jinteki","2","","False","","","","","","corp","8",""
"chop_bot_3000","Chop Bot 3000","劈砍机械虫3000","Chop Bot 3000","When your turn begins, you may trash another of your installed cards. If you do, draw 1 card or remove 1 tag.","当你的回合开始时，你可以销毁另一张你已安装的卡牌。如果你如此做，补一张卡牌或移除1枚锁定标记。","When your turn begins, you may trash another of your installed cards. If you do, draw 1 card or remove 1 tag.","","","","","hardware","","1","3","fantasy_flight_games","anarch","1","","True","","","","","","runner","",""
"chrome_parlor","Chrome Parlor","铬金改造院","Chrome Parlor","[interrupt] → Whenever you would suffer damage from a ""when installed"" ability on a piece of <strong>cybernetic</strong> hardware, prevent all of that damage.","防止所有安装<strong>义体</strong>时造成的肢体伤害和脑部伤害。","Interrupt -> Whenever you would suffer damage from a ""when installed"" ability on a piece of cybernetic hardware, prevent all of that damage.","","","","","resource","[""location""]","1","3","fantasy_flight_games","anarch","1","","False","","","","","","runner","",""
"chronos_project","Chronos Project","柯罗诺斯计划","Chronos Project","When you score this agenda, the Runner removes all cards in the heap from the game.","当你用柯罗诺斯计划计分时，潜袭者将他/她堆阵中的所有卡牌移出游戏。","When you score this agenda, the Runner removes all cards in the heap from the game.","3","1","","","agenda","[""research""]","","3","fantasy_flight_games","neutral_corp","0","","False","","","","","","corp","",""
"chronos_protocol_selective_mind_mapping","Chronos Protocol: Selective Mind-mapping","柯罗诺斯协议: 选择性的心智图","Chronos Protocol: Selective Mind-mapping","For the first net damage the Runner suffers each turn, you may look at the Runner's grip and select the card that is trashed.","对于潜袭者每回合受到的第一点网域伤害，你可以查看潜袭者的操控器并选择将被销毁的卡牌。","For the first net damage the Runner suffers each turn, you may look at the Runner's grip and select the card that is trashed.","","","","","corp_identity","[""division""]","","1","fantasy_flight_games","jinteki","","15","False","","45","","","","corp","",""
"chrysalis","Chrysalis","蝶蛹","Chrysalis","While the Runner is accessing this ice in R&D, they must reveal it.
When the Runner accesses this ice anywhere except in Archives, they encounter it.
[subroutine] Do 2 net damage.","如果蝶蛹从研发中心被读取，潜袭者必须展示它。
当潜袭者读取蝶蛹时，他/她遭遇它。如果潜袭者从档案库读取蝶蛹，则忽略本能力。
[subroutine] 造成2点网域伤害。","While the Runner is accessing this ice in R&D, they must reveal it. When the Runner accesses this ice anywhere except in Archives, they encounter it. Subroutine Do 2 net damage.","","","","","ice","[""sentry"", ""ap""]","3","3","fantasy_flight_games","jinteki","2","","False","","","","","","corp","2","1"
"chrysopoeian_skimming","Chrysopoeian Skimming","碎屑炼金","Chrysopoeian Skimming","The Corp may reveal an agenda from HQ. If they do, gain [click] and draw 1 card. Otherwise, look at the top 3 cards of R&D.","公司可以从总部展示一个议案。如果其如此做，你获得[click]并抽1张卡牌。否则，你查看研发中心顶端的3张卡牌。","The Corp may reveal an agenda from HQ. If they do, gain click and draw 1 card. Otherwise, look at the top 3 cards of R&D.","","","","","event","","1","3","null_signal_games","criminal","1","","False","","","","","","runner","",""
"chum","Chum","诱饵","Chum","[subroutine] The next piece of ice the Runner encounters during this run gets +2 strength. When that encounter ends, if the Runner did not fully break that ice, do 3 net damage.","[subroutine] 在本次潜袭中，潜袭者遭遇的下一层防火墙的强度+2。除非潜袭者破解该防火墙上的所有子进程，否则造成3点网域伤害。","Subroutine The next piece of ice the Runner encounters during this run gets +2 strength. When that encounter ends, if the Runner did not fully break that ice, do 3 net damage.","","","","","ice","[""code_gate""]","1","3","fantasy_flight_games","jinteki","1","","False","","","","","","corp","4",""
"citadel_sanctuary","Citadel Sanctuary","避难圣所","Citadel Sanctuary","If you are tagged when your turn ends, force the Corp to ""Trace[1]. If unsuccessful, the Runner removes 1 tag.""
[trash],<strong>trash all cards in your grip:</strong> Prevent all meat damage.","如果当你的回合结束时，你被锁定，迫使公司“<trace>追踪 1</trace> 如果失败，潜袭者移除1枚锁定标记。”
[trash], <strong>销毁你操控器中的所有卡牌</strong>: 防止所有的肢体伤害。","If you are tagged when your turn ends, force the Corp to ""Trace[1]. If unsuccessful, the Runner removes 1 tag."" trash,trash all cards in your grip: Prevent all meat damage.","","","","","resource","[""location""]","2","3","fantasy_flight_games","neutral_runner","0","","True","","","","","","runner","",""
